relation	pattern_type	precision	support	priority	pattern_data
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010000	('unconsciousness',)
Message-Topic(e1,e2)	LEMMA	1.000	2	2010000	('overview',)
Message-Topic(e1,e2)	LEMMA	1.000	2	2010001	('limit',)
Component-Whole(e2,e1)	LEMMA	1.000	2	2010000	('load',)
Component-Whole(e2,e1)	LEMMA	1.000	2	2010000	('dual',)
Other	LEMMA	1.000	2	2010001	('copy',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('tract',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010000	('irritation',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('skin',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010000	('portion',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('precentral',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('gyrus',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010000	('contralateral',)
Content-Container(e1,e2)	LEMMA	1.000	2	2010001	('material',)
Message-Topic(e1,e2)	LEMMA	1.000	2	2010001	('pertain',)
Other	LEMMA	1.000	2	2010001	('diamond',)
Message-Topic(e1,e2)	LEMMA	1.000	2	2010001	('particular',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010000	('mated',)
Cause-Effect(e2,e1)	LEMMA	1.000	2	2010001	('sinus',)
Cause-Effect(e2,e1)	LEMMA	1.000	2	2010000	('terrible',)
Instrument-Agency(e2,e1)	LEMMA	1.000	2	2010000	('deface',)
Component-Whole(e2,e1)	LEMMA	1.000	2	2010001	('bath',)
Product-Producer(e1,e2)	LEMMA	1.000	2	2010001	('naturally',)
Other	LEMMA	1.000	2	2010000	('determine',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('smog',)
Other	LEMMA	1.000	2	2010001	('inspire',)
Other	LEMMA	1.000	2	2010000	('insurance',)
Other	LEMMA	1.000	2	2010001	('bullet',)
Entity-Destination(e1,e2)	LEMMA	1.000	2	2010000	('dark',)
Entity-Destination(e1,e2)	LEMMA	1.000	2	2010000	('outstanding',)
Other	LEMMA	1.000	2	2010000	('accompany',)
Message-Topic(e2,e1)	LEMMA	1.000	2	2010001	('positive',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010000	('situate',)
Cause-Effect(e2,e1)	LEMMA	1.000	2	2010000	('storm',)
Instrument-Agency(e2,e1)	LEMMA	1.000	2	2010001	('hard',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010000	('effect',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010001	('maple',)
Instrument-Agency(e2,e1)	LEMMA	1.000	2	2010000	('sweep',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010001	('factory',)
Entity-Origin(e1,e2)	LEMMA	1.000	2	2010000	('modify',)
Component-Whole(e2,e1)	LEMMA	1.000	2	2010000	('maximum',)
Other	LEMMA	1.000	2	2010000	('convincing',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010001	('valid',)
Other	LEMMA	1.000	2	2010001	('recover',)
Cause-Effect(e2,e1)	LEMMA	1.000	2	2010000	('electron',)
Entity-Destination(e1,e2)	LEMMA	1.000	2	2010001	('bankrupt',)
Other	LEMMA	1.000	2	2010000	('aim',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010001	('following',)
Product-Producer(e2,e1)	LEMMA	1.000	2	2010000	('pea',)
Component-Whole(e1,e2)	LEMMA	1.000	2	2010001	('conference',)
Entity-Origin(e1,e2)	LEMMA	1.000	2	2010000	('wonderful',)
Cause-Effect(e1,e2)	LEMMA	1.000	2	2010001	('renewable',)
Other	LEMMA	1.000	2	2010000	('effortlessly',)
Instrument-Agency(e1,e2)	LEMMA	1.000	2	2010000	('enable',)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('stomach', 'cause'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('by', 'water'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('to', 'remind'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('remind', 'they'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('her', 'own'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('also', 'cause'),)
Other	BIGRAM	1.000	2	4010001	(('pertinent', 'to'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('or', 'by'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'relative'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('remove', 'from'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('ding', 'ding'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'portable'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('calibrate', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'potato'),)
Other	BIGRAM	1.000	2	4010000	(('denote', 'by'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'chernobyl'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('the', 'brain'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('advertise', 'a'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('be', 'illustrate'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('as', 'define'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('devote', 'exclusively'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('exclusively', 'to'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'product'),)
Other	BIGRAM	1.000	2	4010000	(('product', 'of'),)
Other	BIGRAM	1.000	2	4010001	(('to', 'report'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('smoke', 'cause'),)
Component-Whole(e1,e2)	BIGRAM	1.000	2	4010001	(('later', 'in'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cause', 'delay'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('delay', 'and'),)
Other	BIGRAM	1.000	2	4010000	(('cure', 'for'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('a', 'plain'),)
Other	BIGRAM	1.000	2	4010001	(('temple', 'by'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('review', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'young'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('for', 'create'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'vessel'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('with', 'colored'),)
Other	BIGRAM	1.000	2	4010001	(('a', 'genetically'),)
Other	BIGRAM	1.000	2	4010000	(('genetically', 'engineer'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'chemical'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('chemical', 'that'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('dryness', 'rash'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('now', 'be'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('during', 'one'),)
Other	BIGRAM	1.000	2	4010001	(('of', 'fellow'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'six'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('abuse', 'and'),)
Other	BIGRAM	1.000	2	4010001	(('denote', 'with'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('into', 'warm'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'giant'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('be', 'fit'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('fit', 'with'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'beverage'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('then', 'be'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'center'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'common'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('attach', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'approach'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'giant'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('by', 'take'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'slum'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'elude'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('mark', 'their'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('promote', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('criticize', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('define', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('into', 'develop'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'twelve'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('house', 'by'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'that'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('the', 'massive'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'muslim'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('be', 'feature'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('advertise', 'by'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('cup', 'of'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('create', 'dish'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('dish', 'use'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('use', 'farm'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('farm', 'fresh'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('advertise', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'fertile'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('fertile', 'imagination'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('arrive', 'at'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('the', 'grow'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'pair'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'blood'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('trigger', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('an', 'all'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('among', 'other'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('other', 'thing'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('detail', 'of'),)
Other	BIGRAM	1.000	2	4010000	(('be', 'extend'),)
Other	BIGRAM	1.000	2	4010000	(('to', 'assess'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('assert', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('wall', 'use'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('be', 'explore'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('explore', 'in'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'veteran'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('touch', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('hand', 'hold'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('to', 'my'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('bring', 'together'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('improvise', 'an'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'senegalese'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('major', 'theme'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('and', 'discomfort'),)
Other	BIGRAM	1.000	2	4010001	(('denote', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('fly', 'to'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('air', 'conditioning'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('from', 'her'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('an', 'empty'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('to', 'their'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('swirl', 'around'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('transport', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('of', 'synthetic'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'difficult'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('release', 'back'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('he', 'get'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'successfully'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'different'),)
Other	BIGRAM	1.000	2	4010000	(('escape', 'an'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('begin', 'with'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('bake', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('by', 'many'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'fetch'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('fetch', 'into'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'special'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('special', 'reference'),)
Other	BIGRAM	1.000	2	4010000	(('require', 'a'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'spectral'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('introduction', 'to'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'conflict'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('conflict', 'cause'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('blast', 'the'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'baby'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'much'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('know', 'for'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('cause', 'for'),)
Member-Collection(e1,e2)	BIGRAM	1.000	2	4010001	(("'s", 'rule'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('criticise', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'these'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'devoted'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('devoted', 'to'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('picture', 'with'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('break', 'away'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('half', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('picture', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('social', 'and'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'deep'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('poverty', 'lead'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('explain', 'in'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'previous'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('that', 'employ'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('employ', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('receive', 'wbai'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('wbai', 'live'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('live', 'over'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('have', 'dig'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'preliminary'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('customer', 'about'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('organise', 'around'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('into', 'some'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('outline', 'in'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('account', 'the'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'successful'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('buy', 'his'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'full'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('a', 'top'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'implant'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('implant', 'into'),)
Other	BIGRAM	1.000	2	4010001	(('a', 'miracle'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'flow'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'h5n1'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('picture', 'use'),)
Other	BIGRAM	1.000	2	4010000	(('of', 'medicine'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'united'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('who', 'abscond'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'gift'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'fully'),)
Member-Collection(e1,e2)	BIGRAM	1.000	2	4010001	(('gather', 'in'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'garter'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('devote', 'entirely'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('entirely', 'to'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'secure'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('dimension', 'by'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('process', 'the'),)
Other	BIGRAM	1.000	2	4010000	(('into', 'great'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'fifth'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('fifth', 'century'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('century', 'be'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('i', 'a'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('though', 'cause'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('the', 'h1n1'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('turn', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'cotton'),)
Other	BIGRAM	1.000	2	4010001	(('vessel', 'be'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'base'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('an', 'elaborate'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'post'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('post', 'to'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('the', 'hepatitis'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'hungry'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'saltwater'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('to', 'other'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('consider', 'in'),)
Other	BIGRAM	1.000	2	4010001	(('be', 'assist'),)
Other	BIGRAM	1.000	2	4010001	(('assist', 'by'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('eat', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'both'),)
Entity-Origin(e2,e1)	BIGRAM	1.000	2	4010001	(('main', 'ingredient'),)
Other	BIGRAM	1.000	2	4010000	(('on', 'which'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cause', 'unconsciousness'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('unconsciousness', 'and'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('or', 'pimple'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('pimple', 'be'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('detailed', 'and'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('overview', 'of'),)
Other	BIGRAM	1.000	2	4010000	(('be', 'attach'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('set', 'off'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('country', 'be'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'pop'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'spring'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('spring', 'load'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('state', 'that'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('document', 'the'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'dual'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('tree', 'with'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('with', 'small'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('game', 'into'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'recent'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('upper', 'respiratory'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('respiratory', 'tract'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010001	(('from', 'alcohol'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('draw', 'from'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('rear', 'portion'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('portion', 'of'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'precentral'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('precentral', 'gyrus'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('gyrus', 'cause'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'contralateral'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('have', 'throw'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('sew', 'by'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('on', 'its'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('an', 'account'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('account', 'of'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('head', 'with'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('into', 'people'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('people', "'s"),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('between', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'abscond'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('to', 'use'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('finish', 'by'),)
Component-Whole(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'master'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('pertain', 'to'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('be', 'far'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('far', 'comprise'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'home'),)
Other	BIGRAM	1.000	2	4010001	(('home', 'with'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('who', 'draft'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'mated'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('mated', 'pair'),)
Other	BIGRAM	1.000	2	4010001	(('only', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('pull', 'the'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'forget'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('his', 'native'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'earthquake'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'tell'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(("'s", 'new'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'terrible'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('deface', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('vehicle', 'with'),)
Other	BIGRAM	1.000	2	4010001	(('this', 'article'),)
Other	BIGRAM	1.000	2	4010001	(('article', 'investigate'),)
Other	BIGRAM	1.000	2	4010001	(('investigate', 'two'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('outline', 'the'),)
Other	BIGRAM	1.000	2	4010001	(('plant', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('process', 'a'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'political'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'central'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('naturally', 'produce'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('from', 'any'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'child'),)
Other	BIGRAM	1.000	2	4010001	(('to', 'determine'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cause', 'smog'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('smog', 'acid'),)
