id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
6237,The slope is going away from the house.,The [E1]slope[/E1] is going away from the [E2]house[/E2].,Other,Other,slope,house,16,9
2601,"The 575-page report by the four-person mission was released today, ahead of its presentation to the UN's Human Rights Council in Geneva on 29 September.","The 575-page [E1]report[/E1] by the four-person [E2]mission[/E2] was released today, ahead of its presentation to the UN's Human Rights Council in Geneva on 29 September.","Product-Producer(e1,e2)",Product-Producer,report,mission,17,32
4846,Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.,[E1]Dacryoadenitis[/E1] is caused by local [E2]infection[/E2] of the lacrimal gland by bacteria or viruses.,"Cause-Effect(e2,e1)",Cause-Effect,Dacryoadenitis,infection,1,15
6528,The distance between a blog writer and an audience happens only if the audience never shows up.,The distance between a [E1]blog[/E1] [E2]writer[/E2] and an audience happens only if the audience never shows up.,"Product-Producer(e1,e2)",Product-Producer,blog,writer,17,18
6875,"I was digging up the earth to throw into the cradle, when I turned up a lump of ore about the size of a small walnut, which I knew at once was a piece of gold.","I was digging up the [E1]earth[/E1] to throw into the [E2]cradle[/E2], when I turned up a lump of ore about the size of a small walnut, which I knew at once was a piece of gold.",Other,Other,earth,cradle,16,39
7389,The information on the recorded talks is kept in the database.,The [E1]information[/E1] on the recorded talks is kept in the [E2]database[/E2].,"Content-Container(e1,e2)",Content-Container,information,database,4,12
2598,The heart of the system is an air-tight membrane initially spooled inside a canister.,The heart of the system is an air-tight [E1]membrane[/E1] initially spooled inside a [E2]canister[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,membrane,canister,6,17
1012,It's important you choose the right one as chain saws are quick to start malfunctioning if the chain saw you choose isn't up to the task at hand.,It's important you choose the right one as [E1]chain[/E1] [E2]saws[/E2] are quick to start malfunctioning if the chain saw you choose isn't up to the task at hand.,"Component-Whole(e1,e2)",Component-Whole,chain,saws,2,31
5713,His poetry and fiction have been published in literary magazines around the world.,His [E1]poetry[/E1] and fiction have been published in literary [E2]magazines[/E2] around the world.,"Component-Whole(e1,e2)",Component-Whole,poetry,magazines,2,14
4334,This predictable dynamic has recently been established in the research literature.,This predictable [E1]dynamic[/E1] has recently been established in the research [E2]literature[/E2].,"Message-Topic(e2,e1)",Message-Topic,dynamic,literature,15,12
7313,The list contained books of various genres and reading and interest levels.,The [E1]list[/E1] contained [E2]books[/E2] of various genres and reading and interest levels.,"Member-Collection(e2,e1)",Member-Collection,list,books,13,13
3745,A system for attaining an impedance match uses an array of collinear dipoles.,A system for attaining an impedance match uses an [E1]array[/E1] of collinear [E2]dipoles[/E2].,"Member-Collection(e2,e1)",Member-Collection,array,dipoles,13,14
2184,Cities produce surprisingly low carbon emissions per capita.,[E1]Cities[/E1] produce surprisingly low carbon [E2]emissions[/E2] per capita.,"Cause-Effect(e1,e2)",Cause-Effect,Cities,emissions,0,9
7032,"The auction started at the ungodly hour of 10 am, which I'm guessing ensures no one will show up after hitting the bars and bid drunk.","The [E1]auction[/E1] started at the ungodly [E2]hour[/E2] of 10 am, which I'm guessing ensures no one will show up after hitting the bars and bid drunk.",Other,Other,auction,hour,16,29
6580,The irritation from the chemicals in the tobacco is considered to be the number one contributing factor.,The [E1]irritation[/E1] from the [E2]chemicals[/E2] in the tobacco is considered to be the number one contributing factor.,"Cause-Effect(e2,e1)",Cause-Effect,irritation,chemicals,1,18
4289,"The suit accuses the maker of apps like ""Slideshow"" for MySpace and ""Superwall"" for Facebook of making its unencrypted customer data ""available to even the least capable hacker.""","The suit accuses the [E1]maker[/E1] of [E2]apps[/E2] like ""Slideshow"" for MySpace and ""Superwall"" for Facebook of making its unencrypted customer data ""available to even the least capable hacker.""","Product-Producer(e2,e1)",Product-Producer,maker,apps,18,35
2980,I called for Wolf and was answered by a murder of idle crows that seemed to look down from an old dead oak and scoff at my dilemma.,I called for Wolf and was answered by a [E1]murder[/E1] of idle [E2]crows[/E2] that seemed to look down from an old dead oak and scoff at my dilemma.,"Member-Collection(e2,e1)",Member-Collection,murder,crows,13,29
3422,"The director, Robert Connolly, who co-wrote the script with David Williamson, assembles the pieces with great methodical logic.","The [E1]director[/E1], Robert Connolly, who co-wrote the script with David Williamson, assembles the pieces with great methodical [E2]logic[/E2].",Other,Other,director,logic,16,24
245,"Fiscus was the treasury of the Roman emperor, so-called because the money was stored in baskets.","Fiscus was the treasury of the Roman emperor, so-called because the [E1]money[/E1] was stored in [E2]baskets[/E2].","Content-Container(e1,e2)",Content-Container,money,baskets,4,20
6567,Even the toddlers make a tasty mint pea soup at the kids' cooking school in Bucktown that tax attorney Elena Marre gave up her law practice to open.,Even the [E1]toddlers[/E1] make a tasty mint pea [E2]soup[/E2] at the kids' cooking school in Bucktown that tax attorney Elena Marre gave up her law practice to open.,"Product-Producer(e2,e1)",Product-Producer,toddlers,soup,18,30
2949,The council also gave final approval to other documents that had been considered in earlier sessions.,The council also gave final approval to other [E1]documents[/E1] that had been considered in earlier [E2]sessions[/E2].,"Message-Topic(e2,e1)",Message-Topic,documents,sessions,15,17
6707,An agenda of deeper reforms can boost public confidence even as it undoes a lot of the distress caused by the financiers and bankers.,An agenda of deeper reforms can boost public confidence even as it undoes a lot of the [E1]distress[/E1] caused by the financiers and [E2]bankers[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,distress,bankers,1,25
5154,"As the boat sailed away from the port, we had a perfect view of Fira and the zigzag road we just traversed via our donkey rides.","As the [E1]boat[/E1] sailed away from the [E2]port[/E2], we had a perfect view of Fira and the zigzag road we just traversed via our donkey rides.","Entity-Origin(e1,e2)",Entity-Origin,boat,port,8,28
7696,"The aristocracy composed the laws, regulated the monetary system and banks, enforced justice, and often controlled prices, wages, and other economic transactions.","The [E1]aristocracy[/E1] composed the [E2]laws[/E2], regulated the monetary system and banks, enforced justice, and often controlled prices, wages, and other economic transactions.","Product-Producer(e2,e1)",Product-Producer,aristocracy,laws,18,28
2018,Eucharist is the source of the Church's mission.,[E1]Eucharist[/E1] is the source of the Church's [E2]mission[/E2].,"Entity-Origin(e2,e1)",Entity-Origin,Eucharist,mission,9,10
6264,The tides are caused by the gravitational force of the Moon.,The [E1]tides[/E1] are caused by the [E2]gravitational force[/E2] of the Moon.,"Cause-Effect(e2,e1)",Cause-Effect,tides,gravitational force,1,12
3989,I have removed the bubbles into the glass tubes.,I have removed the [E1]bubbles[/E1] into the glass [E2]tubes[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,bubbles,tubes,6,10
3019,Another important data structure - the heap - has already been introduced in the previous chapter.,Another important [E1]data structure[/E1] - the heap - has already been introduced in the previous [E2]chapter[/E2].,"Message-Topic(e2,e1)",Message-Topic,data structure,chapter,15,17
5128,Each bid was enclosed in a sealed envelope bearing the title of the Project.,Each [E1]bid[/E1] was enclosed in a sealed [E2]envelope[/E2] bearing the title of the Project.,"Entity-Destination(e1,e2)",Entity-Destination,bid,envelope,6,15
7629,The land was farmed for olives and a few other crops.,The [E1]land[/E1] was farmed for [E2]olives[/E2] and a few other crops.,"Entity-Origin(e2,e1)",Entity-Origin,land,olives,9,12
1236,The fun run starts at noon.,The [E1]fun run[/E1] starts at [E2]noon[/E2].,Other,Other,fun run,noon,16,7
5698,The saplings put up new sprouts by the end of the monsoon.,The [E1]saplings[/E1] put up new [E2]sprouts[/E2] by the end of the monsoon.,"Product-Producer(e1,e2)",Product-Producer,saplings,sprouts,17,13
2859,"P6 stimulation for PONV is a convincing case for the efficacy of acupuncture; to that were later added nausea from chemotherapy or pregnancy, and dental pain.","P6 stimulation for PONV is a convincing case for the efficacy of acupuncture; to that were later added [E1]nausea[/E1] from [E2]chemotherapy[/E2] or pregnancy, and dental pain.","Cause-Effect(e2,e1)",Cause-Effect,nausea,chemotherapy,1,29
1480,The kids illuminated them with a candle.,The [E1]kids[/E1] illuminated them with a [E2]candle[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,kids,candle,11,8
4133,"As you age, the bones and cartilage that make up your backbone and neck gradually deteriorate, sometimes forming irregular bony outgrowths called bone spurs.","As you age, the bones and [E1]cartilage[/E1] that make up your [E2]backbone[/E2] and neck gradually deteriorate, sometimes forming irregular bony outgrowths called bone spurs.",Other,Other,cartilage,backbone,16,27
825,"The tsunamis triggered by the massive earthquakes plunged those provinces into crisis: the number of people dead and missing has reached to 245,782 people.","The [E1]tsunamis[/E1] triggered by the massive [E2]earthquakes[/E2] plunged those provinces into crisis: the number of people dead and missing has reached to 245,782 people.","Cause-Effect(e2,e1)",Cause-Effect,tsunamis,earthquakes,1,26
5875,"Once all the corn liquor is collected, you have to proof it down.","Once all the [E1]corn[/E1] [E2]liquor[/E2] is collected, you have to proof it down.","Entity-Origin(e2,e1)",Entity-Origin,corn,liquor,9,15
2812,"Since last weekend, it has imported chocolate into that market.","Since last weekend, it has imported [E1]chocolate[/E1] into that [E2]market[/E2].","Entity-Destination(e1,e2)",Entity-Destination,chocolate,market,6,12
11,The fifty essays collected in this volume testify to most of the prominent themes from Professor Quispel's scholarly career.,The fifty [E1]essays[/E1] collected in this [E2]volume[/E2] testify to most of the prominent themes from Professor Quispel's scholarly career.,"Member-Collection(e1,e2)",Member-Collection,essays,volume,12,21
3334,The farm is participant in forestry and there have already been planted around eight thousand plants.,The [E1]farm[/E1] is participant in [E2]forestry[/E2] and there have already been planted around eight thousand plants.,Other,Other,farm,forestry,16,17
2155,The Titan heats the dermis to cause collagen contraction while ensuring preservation the epidermis through continuous cooling.,The Titan heats the dermis to cause collagen contraction while ensuring [E1]preservation[/E1] the epidermis through continuous [E2]cooling[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,preservation,cooling,1,18
2875,It carried 1500 gallons of water in its split saddle tanks and 700 gallons of fuel oil in a bunker behind the cab.,It carried 1500 gallons of [E1]water[/E1] in its split saddle [E2]tanks[/E2] and 700 gallons of fuel oil in a bunker behind the cab.,"Content-Container(e1,e2)",Content-Container,water,tanks,4,24
6113,"The anthrax was in a suitcase, on its way to Canada.","The [E1]anthrax[/E1] was in a [E2]suitcase[/E2], on its way to Canada.","Content-Container(e1,e2)",Content-Container,anthrax,suitcase,4,13
6848,"This time, however, another bird joined the eyrar of black swans, as Dubai-owned subsidiary Dubai World. Oliver Russ. Argonaut Capital Partners.","This time, however, another bird joined the [E1]eyrar[/E1] of black [E2]swans[/E2], as Dubai-owned subsidiary Dubai World. Oliver Russ. Argonaut Capital Partners.","Member-Collection(e2,e1)",Member-Collection,eyrar,swans,13,29
3268,The problem comes from the widgets resembling HTC's own Sense UI widgets.,The [E1]problem[/E1] comes from the [E2]widgets[/E2] resembling HTC's own Sense UI widgets.,"Cause-Effect(e2,e1)",Cause-Effect,problem,widgets,1,14
2265,"To pass the time, he put a penny into two different coin-operated weight machines and got readings of 106 pounds and 200 pounds.","To pass the time, he put a [E1]penny[/E1] into two different coin-operated weight [E2]machines[/E2] and got readings of 106 pounds and 200 pounds.","Entity-Destination(e1,e2)",Entity-Destination,penny,machines,6,27
4601,Shin splints are caused by the muscles on the front and sides of the leg.,Shin [E1]splints[/E1] are caused by the [E2]muscles[/E2] on the front and sides of the leg.,Other,Other,splints,muscles,16,16
559,"The outbreak resulted in 256 deaths and 3,402 injuries.","The [E1]outbreak[/E1] resulted in 256 deaths and 3,402 [E2]injuries[/E2].","Cause-Effect(e1,e2)",Cause-Effect,outbreak,injuries,0,10
4051,"There is Chicha, Andian beer made with a maize called jora.","There is Chicha, Andian [E1]beer[/E1] made with a [E2]maize[/E2] called jora.","Entity-Origin(e1,e2)",Entity-Origin,beer,maize,8,13
2147,A train ran into a cattle on the railroad.,A [E1]train[/E1] ran into a [E2]cattle[/E2] on the railroad.,"Entity-Destination(e1,e2)",Entity-Destination,train,cattle,6,10
6688,The opposition leader has gone into hiding.,The [E1]opposition leader[/E1] has gone into [E2]hiding[/E2].,Other,Other,opposition leader,hiding,16,8
2428,A simple DC motor has a coil of wire that can rotate in a magnetic field.,A simple DC [E1]motor[/E1] has a [E2]coil[/E2] of wire that can rotate in a magnetic field.,"Component-Whole(e2,e1)",Component-Whole,motor,coil,3,17
4329,"The Canadian author's sixth book is a domestic tragicomedy about love, alcoholism and failed families.","The Canadian [E1]author[/E1]'s sixth [E2]book[/E2] is a domestic tragicomedy about love, alcoholism and failed families.","Product-Producer(e2,e1)",Product-Producer,author,book,18,18
6830,The wire had caused a slight injury on the ventral side of the neck and at the base of horns.,The [E1]wire[/E1] had caused a slight [E2]injury[/E2] on the ventral side of the neck and at the base of horns.,"Cause-Effect(e1,e2)",Cause-Effect,wire,injury,0,21
6940,"The list was distilled from conversations and presentations at IBM's EMEA analyst conference, Analyst Insights 07.","The [E1]list[/E1] was distilled from [E2]conversations[/E2] and presentations at IBM's EMEA analyst conference, Analyst Insights 07.","Entity-Origin(e1,e2)",Entity-Origin,list,conversations,8,19
4136,The government gave money to wind power producers.,The government gave [E1]money[/E1] to wind power [E2]producers[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,money,producers,6,9
7989,It just so happened that the horse bucked the rider and threw him into a mud-puddle.,It just so happened that the [E1]horse[/E1] bucked the [E2]rider[/E2] and threw him into a mud-puddle.,"Instrument-Agency(e1,e2)",Instrument-Agency,horse,rider,10,19
1747,"Cyber squatter- A person who buys domain names, and holds them with the intent of making a profit from the selling of the domain name.","Cyber squatter- A person who buys domain names, and holds them with the intent of making a [E1]profit[/E1] from the [E2]selling[/E2] of the domain name.","Cause-Effect(e2,e1)",Cause-Effect,profit,selling,1,27
5927,The deterioration has been caused by an apparently endless recession.,The [E1]deterioration[/E1] has been caused by an apparently endless [E2]recession[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,deterioration,recession,1,11
2965,"Because of the ethics scandal that resulted in the impeachment of the state's Governor, there was real hope for real ethics reform in Illinois this year.","Because of the ethics [E1]scandal[/E1] that resulted in the [E2]impeachment[/E2] of the state's Governor, there was real hope for real ethics reform in Illinois this year.","Cause-Effect(e1,e2)",Cause-Effect,scandal,impeachment,0,29
4100,"With the Ramps and platform for off-ground vehicle washing, used water is collected in a receptacle below platform.","With the Ramps and platform for off-ground vehicle washing, used [E1]water[/E1] is collected in a [E2]receptacle[/E2] below platform.","Entity-Destination(e1,e2)",Entity-Destination,water,receptacle,6,22
1092,"I once had a mixed orchard of plums, sweet cherries, apricots, tart cherries, peaches and apples.","I once had a mixed [E1]orchard[/E1] of [E2]plums[/E2], sweet cherries, apricots, tart cherries, peaches and apples.","Member-Collection(e2,e1)",Member-Collection,orchard,plums,13,21
4497,We catch happiness from friends and family members like an emotional virus.,We catch [E1]happiness[/E1] from friends and family [E2]members[/E2] like an emotional virus.,Other,Other,happiness,members,16,13
3419,Production and investigation of such a detector arose from an inadequate sensitivity of a commercial p-type Si detector.,[E1]Production[/E1] and investigation of such a detector arose from an inadequate [E2]sensitivity[/E2] of a commercial p-type Si detector.,"Cause-Effect(e2,e1)",Cause-Effect,Production,sensitivity,1,21
4461,"Hunt clubs often maintain a cry of hounds, trained to hunt foxes.","Hunt clubs often maintain a [E1]cry[/E1] of [E2]hounds[/E2], trained to hunt foxes.","Member-Collection(e2,e1)",Member-Collection,cry,hounds,13,14
5850,"In addition, herd bulls supply half of the genetics to all the calves he sires; therefore, bull selection can be the most powerful method of genetic improvement in the herd.","In addition, [E1]herd[/E1] [E2]bulls[/E2] supply half of the genetics to all the calves he sires; therefore, bull selection can be the most powerful method of genetic improvement in the herd.","Member-Collection(e2,e1)",Member-Collection,herd,bulls,13,34
3548,A typical passage on these themes is found in the saint's letter to the Christians in the city of Magnesia.,A typical passage on these themes is found in the [E1]saint[/E1]'s [E2]letter[/E2] to the Christians in the city of Magnesia.,"Product-Producer(e2,e1)",Product-Producer,saint,letter,18,22
372,One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the caravan had left the depo.,One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the [E1]caravan[/E1] had left the [E2]depo[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,caravan,depo,8,26
2215,John Chaney is found home on the range herding cattle on his Clarksburg farm.,John Chaney is found home on the range herding [E1]cattle[/E1] on his Clarksburg [E2]farm[/E2].,Other,Other,cattle,farm,16,15
6770,Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin irritation from the sun and environmental pollutants.,Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin [E1]irritation[/E1] from the [E2]sun[/E2] and environmental pollutants.,"Cause-Effect(e2,e1)",Cause-Effect,irritation,sun,1,23
1321,He put the card into his mobile phone.,He put the [E1]card[/E1] into his [E2]mobile phone[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,card,mobile phone,6,9
2295,World practices have shown that often local authorities are quicker to respond to the natural disasters caused by the climate change.,World practices have shown that often local authorities are quicker to respond to the natural [E1]disasters[/E1] caused by the climate [E2]change[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,disasters,change,1,22
3114,The towers and battlements of this fortress gleam brilliantly on the rare occasions when the sun appears.,The towers and [E1]battlements[/E1] of this [E2]fortress[/E2] gleam brilliantly on the rare occasions when the sun appears.,"Component-Whole(e1,e2)",Component-Whole,battlements,fortress,2,18
2866,"The following pages are organized by subject, and investigate the root causes of damage caused by the quake.","The following pages are organized by subject, and investigate the root causes of [E1]damage[/E1] caused by the [E2]quake[/E2].","Cause-Effect(e2,e1)",Cause-Effect,damage,quake,1,20
7293,The piglet's incisor teeth are cut off with pliers.,The piglet's incisor [E1]teeth[/E1] are cut off with [E2]pliers[/E2].,Other,Other,teeth,pliers,16,11
7829,The gavel helps the judge establish his or her rule over the court room.,The [E1]gavel[/E1] helps the [E2]judge[/E2] establish his or her rule over the court room.,"Instrument-Agency(e1,e2)",Instrument-Agency,gavel,judge,10,15
5959,The author uses symbolism in order to show the importance of some ideals and main themes of the novel.,The [E1]author[/E1] uses [E2]symbolism[/E2] in order to show the importance of some ideals and main themes of the novel.,"Instrument-Agency(e2,e1)",Instrument-Agency,author,symbolism,11,20
5301,The abdominal distention caused by the worms was slightly asymmetrical when compared with the normal fright-induced swelling.,The abdominal [E1]distention[/E1] caused by the [E2]worms[/E2] was slightly asymmetrical when compared with the normal fright-induced swelling.,"Cause-Effect(e2,e1)",Cause-Effect,distention,worms,1,20
1007,"The water evaporated from the paintings, leaving only the colored salt behind.","The [E1]water[/E1] evaporated from the [E2]paintings[/E2], leaving only the colored salt behind.","Entity-Origin(e1,e2)",Entity-Origin,water,paintings,8,14
1669,Petitions against the annexation were signed by between one half and two-thirds of a total population of some 8000 burghers.,Petitions against the annexation were signed by between one half and two-thirds of a total [E1]population[/E1] of some 8000 [E2]burghers[/E2].,"Member-Collection(e2,e1)",Member-Collection,population,burghers,13,23
4086,The assay sample preparation unit processes a specimen using a fluorescent dye.,The assay sample preparation [E1]unit[/E1] processes a specimen using a fluorescent [E2]dye[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,unit,dye,11,13
5554,Varicose veins result from weakening of the valves of the veins so that blood pools in the legs or another dependent area.,Varicose [E2]veins[/E2] result from weakening of the [E1]valves[/E1] of the veins so that blood pools in the legs or another dependent area.,"Component-Whole(e1,e2)",Component-Whole,valves,veins,2,23
4782,About 40 animals in a herd of 3050 swine herd (approximately 1.3%) contracted the virus.,About 40 [E1]animals[/E1] in a [E2]herd[/E2] of 3050 swine herd (approximately 1.3%) contracted the virus.,"Member-Collection(e1,e2)",Member-Collection,animals,herd,12,19
3770,"Their songs are about sex, drugs, drinking, fighting, and rock & roll.","Their [E1]songs[/E1] are about [E2]sex[/E2], drugs, drinking, fighting, and rock & roll.","Message-Topic(e1,e2)",Message-Topic,songs,sex,14,17
3320,"As the ship drew from the harbour more, the helmsman turned 'round easily.","As the [E1]ship[/E1] drew from the [E2]harbour[/E2] more, the helmsman turned 'round easily.","Entity-Origin(e1,e2)",Entity-Origin,ship,harbour,8,16
1113,It is because Schiavo cannot swallow that a feeding tube was inserted directly into her stomach.,It is because Schiavo cannot swallow that a feeding [E1]tube[/E1] was inserted directly into her [E2]stomach[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,tube,stomach,6,18
7638,"These first person accounts humanize history as readers share the experiences of American prosecutors, security personnel, journalists, and even the architect who designed the courtroom.","These first person accounts humanize history as readers share the experiences of American prosecutors, security personnel, journalists, and even the [E1]architect[/E1] who designed the [E2]courtroom[/E2].","Product-Producer(e2,e1)",Product-Producer,architect,courtroom,18,29
7356,"Their chemical activation by light (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.","Their chemical [E1]activation[/E1] by [E2]light[/E2] (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.","Cause-Effect(e2,e1)",Cause-Effect,activation,light,1,27
5306,The concerns over security has moved into the boardrooms.,The [E1]concerns[/E1] over security has moved into the [E2]boardrooms[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,concerns,boardrooms,6,10
2022,A pack of the most popular cigarettes in the Seychelles in 2008 cost $15 at purchasing-power parity (PPP).,A [E1]pack[/E1] of the most popular [E2]cigarettes[/E2] in the Seychelles in 2008 cost $15 at purchasing-power parity (PPP).,"Content-Container(e2,e1)",Content-Container,pack,cigarettes,5,24
5967,The adult female has a faint emerald green collar that is difficult to discern in the field.,The adult [E1]female[/E1] has a faint emerald green [E2]collar[/E2] that is difficult to discern in the field.,"Component-Whole(e2,e1)",Component-Whole,female,collar,3,18
893,My point was coming from a welding background that good goggles are most definitely not hard to find.,My [E1]point[/E1] was coming from a welding [E2]background[/E2] that good goggles are most definitely not hard to find.,"Entity-Origin(e1,e2)",Entity-Origin,point,background,8,19
6767,"American warships, which, in addition to opening Japan's borders with their show of military supremacy, brought along a troupe of blackface minstrels as entertainment.","American warships, which, in addition to opening Japan's borders with their show of military supremacy, brought along a [E1]troupe[/E1] of blackface [E2]minstrels[/E2] as entertainment.","Member-Collection(e2,e1)",Member-Collection,troupe,minstrels,13,29
6641,The Vatican's Pontifical Council for Social Communications has blessed an app developed by an Italian priest.,The Vatican's Pontifical Council for Social Communications has blessed an [E1]app[/E1] developed by an Italian [E2]priest[/E2].,"Product-Producer(e1,e2)",Product-Producer,app,priest,17,18
6785,"The puppet, who rose to fame through a children's TV show called The Den, has recorded a string of hit records, including Dustin Unplucked.","The [E1]puppet[/E1], who rose to fame through a children's TV show called The Den, has recorded a string of hit [E2]records[/E2], including Dustin Unplucked.","Product-Producer(e2,e1)",Product-Producer,puppet,records,18,29
3864,The relationships are summarised in the table below.,The [E1]relationships[/E1] are summarised in the [E2]table[/E2] below.,"Message-Topic(e2,e1)",Message-Topic,relationships,table,15,9
7819,The astronauts used the orbiter boom sensor system mounted on the end of the shuttle's robotic arm.,The [E1]astronauts[/E1] used the orbiter boom sensor [E2]system[/E2] mounted on the end of the shuttle's robotic arm.,"Instrument-Agency(e2,e1)",Instrument-Agency,astronauts,system,11,19
905,The winner has received the years worth of beauty products in a hamper.,The winner has received the years worth of beauty [E1]products[/E1] in a [E2]hamper[/E2].,"Content-Container(e1,e2)",Content-Container,products,hamper,4,14
6670,Blum turned whistle-blower after becoming morally nauseated at the bagful of lies that launched the country on its disastrous adventure in Vietnam.,Blum turned whistle-blower after becoming morally nauseated at the [E1]bagful[/E1] of [E2]lies[/E2] that launched the country on its disastrous adventure in Vietnam.,"Member-Collection(e2,e1)",Member-Collection,bagful,lies,13,25
106,"Flowers are nice, but don't last very long and the fruit in a fruit basket often goes bad.","Flowers are nice, but don't last very long and the [E1]fruit[/E1] in a fruit [E2]basket[/E2] often goes bad.","Content-Container(e1,e2)",Content-Container,fruit,basket,4,21
7719,The bomb was contained in a suitcase and was planted by two men.,The [E1]bomb[/E1] was contained in a [E2]suitcase[/E2] and was planted by two men.,"Content-Container(e1,e2)",Content-Container,bomb,suitcase,4,14
6015,The head gasket leaked coolant into the oil.,The head gasket leaked [E1]coolant[/E1] into the [E2]oil[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,coolant,oil,6,9
5305,"In September, an executive worked with Goofy Boi to create this video to support a current promotion.","In September, an [E1]executive[/E1] worked with Goofy Boi to create this [E2]video[/E2] to support a current promotion.","Product-Producer(e2,e1)",Product-Producer,executive,video,18,19
3539,One downside of the book was that some points in the book the author expanded the book with knowledge that made it a little less interesting.,One downside of the [E1]book[/E1] was that some points in the book the [E2]author[/E2] expanded the book with knowledge that made it a little less interesting.,"Product-Producer(e1,e2)",Product-Producer,book,author,17,27
2060,The inherent RNA silencing mechanism in plants has been effectively manipulated as a tool for the targeted down-regulation of genes.,The inherent RNA silencing [E1]mechanism[/E1] in plants has been effectively manipulated as a tool for the targeted [E2]down-regulation[/E2] of genes.,Other,Other,mechanism,down-regulation,16,23
7407,We do know this telecommunications company.,We do know this [E1]telecommunications[/E1] [E2]company[/E2].,Other,Other,telecommunications,company,16,7
6897,"In fact, in the concerto form, the soloist often composed and performed a cadenza as a way to express their individual interpretation of the piece.","In fact, in the concerto form, the [E1]soloist[/E1] often composed and performed a [E2]cadenza[/E2] as a way to express their individual interpretation of the piece.","Product-Producer(e2,e1)",Product-Producer,soloist,cadenza,18,28
2371,"The software creates pictures using random algorithms, and prints them in sections on multiple pages which can be trimmed and assembled to fashion large posters.","The [E1]software[/E1] creates pictures using random [E2]algorithms[/E2], and prints them in sections on multiple pages which can be trimmed and assembled to fashion large posters.","Instrument-Agency(e2,e1)",Instrument-Agency,software,algorithms,11,27
1571,"This smile, a true reflection of God's tenderness, is the source of an invincible hope.","This [E1]smile[/E1], a true reflection of God's tenderness, is the source of an invincible [E2]hope[/E2].","Cause-Effect(e1,e2)",Cause-Effect,smile,hope,0,19
3666,"Biomagnetic Research, in Arizona, makes a range of devices for neutralizing radiation from computers and other sources.","Biomagnetic Research, in Arizona, makes a range of devices for neutralizing [E1]radiation[/E1] from [E2]computers[/E2] and other sources.","Cause-Effect(e2,e1)",Cause-Effect,radiation,computers,1,20
6000,We present a perception driven autonomous urban vehicle.,We present a [E1]perception[/E1] driven autonomous urban [E2]vehicle[/E2].,"Instrument-Agency(e1,e2)",Instrument-Agency,perception,vehicle,10,9
3098,The relationship between Gaelic and Australian football is the subject of a controversy among historians.,The [E1]relationship[/E1] between Gaelic and Australian football is the subject of a [E2]controversy[/E2] among historians.,"Message-Topic(e2,e1)",Message-Topic,relationship,controversy,15,16
7583,A raindrop keeps the same shape to a reasonable approximation all the time it is falling.,A [E1]raindrop[/E1] keeps the same [E2]shape[/E2] to a reasonable approximation all the time it is falling.,Other,Other,raindrop,shape,16,17
6606,The system uses routings for the part number identified in the work order to determine workstation assignment and loading.,The [E1]system[/E1] uses [E2]routings[/E2] for the part number identified in the work order to determine workstation assignment and loading.,"Instrument-Agency(e2,e1)",Instrument-Agency,system,routings,11,20
3860,Pam Court added to the debate pointing out the need for investment in primary care as part of the long term strategy.,Pam Court added to the [E1]debate[/E1] pointing out the [E2]need[/E2] for investment in primary care as part of the long term strategy.,Other,Other,debate,need,16,23
6585,"The town's population is approximately four, the school closed years ago and birds have turned the church into a poop-caked aviary.","The town's population is approximately four, the school closed years ago and [E1]birds[/E1] have turned the church into a poop-caked [E2]aviary[/E2].",Other,Other,birds,aviary,16,26
602,In businesses generally the third party claims for the damages that has been caused by the company vehicle.,In businesses generally the third party claims for the [E1]damages[/E1] that has been caused by the company [E2]vehicle[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,damages,vehicle,1,19
7233,"The land surrounding the lakes is extensively farmed for wheat, while elsewhere in the National Park the steppe is heavily grazed by domestic livestock.","The [E1]land[/E1] surrounding the lakes is extensively farmed for [E2]wheat[/E2], while elsewhere in the National Park the steppe is heavily grazed by domestic livestock.","Entity-Origin(e2,e1)",Entity-Origin,land,wheat,9,26
