relation	pattern_type	precision	support	priority	pattern_data
Entity-Origin(e1,e2)	BIGRAM	1.000	6	4010001	(('from', 'previous'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'portable'),)
Other	BIGRAM	1.000	2	4010001	(('home', 'with'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('remove', 'from'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'preliminary'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'spectral'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('be', 'illustrate'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('improvise', 'an'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('for', 'create'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010000	('assert', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('post', 'to'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'beverage'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	3	4010000	(('evolve', 'from'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	5	4010000	(('the', 'cause'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'implant'),)
Other	BIGRAM	1.000	3	4010000	(('depart', 'into'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('receive', 'wbai'),)
Other	BIGRAM	1.000	2	4010000	(('into', 'great'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('overview', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('detail', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('account', 'of'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'child'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('or', 'by'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'earthquake'),)
Product-Producer(e1,e2)	BIGRAM	1.000	4	4010000	(('the', 'pen'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	5	4010000	(('hail', 'from'),)
Product-Producer(e2,e1)	DEP_VERB	1.000	5	4010000	('issue', 'nsubj', 'dobj')
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('fit', 'with'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('fertile', 'imagination'),)
Component-Whole(e1,e2)	BIGRAM	1.000	7	4010000	(('good', 'part'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('recently', 'complete'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('stress', 'and'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('prepare', 'on'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(("'s", 'new'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('by', 'water'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('be', 'inject'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('allege', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	4	4010000	(('she', 'with'),)
Product-Producer(e2,e1)	BIGRAM	1.000	4	4010000	(('invent', 'a'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'terrible'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'fetch'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('smoke', 'cause'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	3	4010000	(('stir', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	4	4010000	(('pen', 'of'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('or', 'pimple'),)
Other	BIGRAM	1.000	2	4010000	(('be', 'extend'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	6	4010000	(('be', 'give'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'these'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	3	4010000	('outline', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('be', 'enter'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('introduction', 'to'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	3	4010000	('advertise', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	BIGRAM	1.000	20	4010000	(('cause', 'the'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'cia'),)
Other	BIGRAM	1.000	2	4010000	(('of', 'medicine'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('air', 'conditioning'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('process', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('the', 'deep'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'approach'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'create'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	3	4010000	('define', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('produce', 'from'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('advertise', 'a'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'vessel'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'pop'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('instigate', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	7	4010000	(('have', 'migrate'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('to', 'their'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('i', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'different'),)
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('think', 'nsubj', 'dobj')
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('speak', 'about'),)
Instrument-Agency(e2,e1)	DEP_VERB	1.000	2	4010000	('buy', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('that', 'employ'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('picture', 'of'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'abscond'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('relate', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('cause', 'stress'),)
Component-Whole(e2,e1)	BIGRAM	1.000	7	4010000	(('have', 'two'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('declare', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'center'),)
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('erect', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('though', 'cause'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('criticise', 'in'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('a', 'description'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('wood', 'with'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'open'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'secure'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'chernobyl'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'invent'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('finish', 'by'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('have', 'fly'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('by', 'take'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	10	4010000	(('be', 'add'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('vehicle', 'with'),)
Other	BIGRAM	1.000	2	4010000	(('escape', 'an'),)
Other	BIGRAM	1.000	2	4010000	(('genetically', 'engineer'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'successful'),)
Product-Producer(e1,e2)	BIGRAM	1.000	3	4010000	(('cook', 'by'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	8	4010000	(('invest', 'into'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	27	4010000	(('cause', 'of'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('donate', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('off', 'from'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010000	('govern', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	BIGRAM	1.000	3	4010000	(('clean', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('cause', 'for'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'potato'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('fly', 'to'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('tree', 'with'),)
Message-Topic(e1,e2)	BIGRAM	1.000	6	4010000	(('discuss', 'the'),)
Other	BIGRAM	1.000	2	4010000	(('require', 'a'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('special', 'reference'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('outline', 'in'),)
Other	BIGRAM	1.000	3	4010000	(('an', 'initial'),)
Other	BIGRAM	1.000	4	4010000	(('a', 'great'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	25	4010000	(('trigger', 'by'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'h5n1'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('publish', 'by'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('precentral', 'gyrus'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'post'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('to', 'remind'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('add', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	3	4010000	(('from', 'ferment'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'forget'),)
Other	BIGRAM	1.000	2	4010000	(('cure', 'for'),)
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('carve', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('touch', 'the'),)
Product-Producer(e2,e1)	BIGRAM	1.000	3	4010000	(('who', 'write'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('people', "'s"),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('to', 'present'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('release', 'back'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('calibrate', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('have', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('be', 'postpone'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'bullet'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('turn', 'a'),)
Product-Producer(e1,e2)	BIGRAM	1.000	3	4010000	(('an', 'italian'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('carry', 'into'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('out', 'that'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	4	4010000	(('kill', 'the'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'saltwater'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('give', 'detail'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('eat', 'the'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'veteran'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'home'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('cause', 'dryness'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('highlight', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('export', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('into', 'her'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('social', 'and'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('describe', 'through'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'french'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('half', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	7	4010000	(('reflect', 'on'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('other', 'thing'),)
Message-Topic(e2,e1)	BIGRAM	1.000	3	4010000	(('depict', 'in'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('ding', 'ding'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('naturally', 'produce'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('of', 'synthetic'),)
Instrument-Agency(e2,e1)	DEP_VERB	1.000	7	4010000	('wield', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	1.000	6	4010000	(('into', 'new'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	6	4010000	(('push', 'into'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'tell'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'chemical'),)
Message-Topic(e2,e1)	BIGRAM	1.000	3	4010000	(('be', 'consider'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	6	4010000	(('lead', 'cause'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('now', 'be'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'conflict'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('assert', 'the'),)
Message-Topic(e1,e2)	DEP_VERB	1.000	3	4010000	('relate', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('cause', 'respiratory'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'united'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('reveal', 'the'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('a', 'plain'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'cotton'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'full'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('wall', 'use'),)
Cause-Effect(e1,e2)	DEP_VERB	1.000	3	4010000	('radiate', 'nsubj', 'dobj')
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('among', 'other'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('from', 'her'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'devoted'),)
Product-Producer(e2,e1)	BIGRAM	1.000	3	4010000	(('who', 'do'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('into', 'both'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('devote', 'entirely'),)
Other	BIGRAM	1.000	4	4010000	(('a', 'participant'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('transport', 'into'),)
Other	BIGRAM	1.000	2	4010000	(('be', 'attach'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'special'),)
Other	BIGRAM	1.000	2	4010000	(('denote', 'by'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'giant'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	3	4010000	(('they', 'with'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('and', 'discomfort'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'much'),)
Product-Producer(e2,e1)	BIGRAM	1.000	11	4010000	(('create', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('by', 'many'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('major', 'theme'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('draw', 'from'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'relative'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('medial', 'part'),)
Message-Topic(e1,e2)	BIGRAM	1.000	6	4010000	(('be', 'about'),)
Other	BIGRAM	1.000	2	4010000	(('benefit', 'from'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('have', 'produce'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('the', 'medial'),)
Product-Producer(e2,e1)	BIGRAM	1.000	3	4010000	(('just', 'complete'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'fully'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	18	4010000	(('that', 'cause'),)
Message-Topic(e2,e1)	BIGRAM	1.000	3	4010000	(('be', 'depict'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('illustrate', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('fetch', 'into'),)
Other	BIGRAM	1.000	5	4010000	(('participate', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	9	4010000	(('into', 'their'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	8	4010000	(('common', 'cause'),)
Other	BIGRAM	1.000	2	4010000	(('still', 'under'),)
Content-Container(e1,e2)	BIGRAM	1.000	3	4010000	(('sit', 'in'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('be', 'far'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('be', 'arrive'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'fifth'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('take', 'his'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('explain', 'in'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010000	(('of', 'giant'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'difficult'),)
Other	BIGRAM	1.000	4	4010000	(('at', 'an'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('abscond', 'from'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('live', 'over'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('far', 'comprise'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('bake', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	3	4010000	(('cause', 'headache'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('mated', 'pair'),)
Instrument-Agency(e1,e2)	DEP_VERB	1.000	2	4010000	('enable', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	1.000	3	4010000	(('her', 'native'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'spring'),)
Other	BIGRAM	1.000	2	4010000	(('product', 'of'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	3	4010000	(('be', 'pour'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'previous'),)
Product-Producer(e1,e2)	BIGRAM	1.000	3	4010000	(('having', 'be'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	7	4010000	(('be', 'import'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'convincing'),)
Other	DEP_VERB	1.000	2	4010000	('finish', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('a', 'top'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('head', 'with'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	8	4010000	(('be', 'trigger'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('be', 'export'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'south'),)
Other	BIGRAM	1.000	2	4010000	(('on', 'which'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'central'),)
Product-Producer(e2,e1)	DEP_VERB	1.000	5	4010000	('manufacture', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('implant', 'into'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('buy', 'his'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('who', 'abscond'),)
Other	BIGRAM	1.000	2	4010000	(('to', 'assess'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	5	4010000	(('victim', 'with'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('move', 'from'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('chart', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('an', 'account'),)
Product-Producer(e2,e1)	BIGRAM	1.000	3	4010000	(('post', 'a'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('have', 'throw'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('fifth', 'century'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('state', 'that'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'mated'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('pilot', 'and'),)
Member-Collection(e2,e1)	BIGRAM	1.000	3	4010000	(('of', 'seven'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('document', 'the'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'product'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('hand', 'hold'),)
Message-Topic(e1,e2)	BIGRAM	1.000	5	4010000	(('give', 'an'),)
Component-Whole(e2,e1)	BIGRAM	1.000	3	4010000	(('regulate', 'the'),)
Message-Topic(e2,e1)	DEP_VERB	1.000	4	4010000	('receive', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('set', 'off'),)
Message-Topic(e1,e2)	BIGRAM	1.000	3	4010000	(('detail', 'the'),)
Cause-Effect(e1,e2)	DEP_VERB	0.977	86	4009773	('cause', 'nsubj', 'dobj')
Content-Container(e2,e1)	BIGRAM	0.977	43	4009773	(('full', 'of'),)
Cause-Effect(e1,e2)	BIGRAM	0.971	34	4009714	(('result', 'in'),)
Cause-Effect(e2,e1)	BIGRAM	0.968	300	4009678	(('cause', 'by'),)
Content-Container(e1,e2)	BIGRAM	0.966	28	4009656	(('be', 'contain'),)
Entity-Destination(e1,e2)	BIGRAM	0.963	26	4009630	(('migrate', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.958	23	4009584	(('distil', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.957	22	4009566	(('be', 'distil'),)
Cause-Effect(e2,e1)	BIGRAM	0.954	166	4009541	(('be', 'cause'),)
Component-Whole(e2,e1)	BIGRAM	0.951	39	4009513	(('have', 'a'),)
Cause-Effect(e1,e2)	BIGRAM	0.947	54	4009474	(('cause', 'a'),)
Cause-Effect(e1,e2)	BIGRAM	0.941	16	4009412	(('be', 'one'),)
Content-Container(e1,e2)	BIGRAM	0.933	28	4009334	(('contain', 'in'),)
Product-Producer(e2,e1)	DEP_VERB	0.933	14	4009334	('create', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.933	14	4009334	(('arrive', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.933	14	4009333	(('send', 'to'),)
Instrument-Agency(e2,e1)	BIGRAM	0.929	13	4009286	(('by', 'use'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.929	13	4009286	('apply', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	BIGRAM	0.929	13	4009286	(('that', 'result'),)
Entity-Origin(e1,e2)	BIGRAM	0.923	12	4009231	(('pop', 'out'),)
Entity-Destination(e1,e2)	BIGRAM	0.923	12	4009231	(('be', 'drop'),)
Entity-Destination(e1,e2)	BIGRAM	0.923	12	4009231	(('deliver', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	0.923	12	4009231	(('release', 'from'),)
Component-Whole(e2,e1)	DEP_VERB	0.918	56	4009181	('have', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009168	(('spread', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009168	(('drop', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.917	11	4009168	(('originate', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009167	(('be', 'spread'),)
Entity-Origin(e1,e2)	BIGRAM	0.909	10	4009091	(('have', 'leave'),)
Entity-Destination(e1,e2)	BIGRAM	0.909	10	4009091	(('be', 'migrate'),)
Entity-Destination(e1,e2)	BIGRAM	0.908	267	4009082	(('into', 'the'),)
Entity-Origin(e1,e2)	DEP_VERB	0.905	19	4009048	('leave', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.900	9	4009001	(('travel', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.900	9	4009001	(('out', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.900	18	4009000	(('run', 'away'),)
Entity-Origin(e1,e2)	BIGRAM	0.900	18	4009000	(('leave', 'the'),)
Product-Producer(e2,e1)	DEP_VERB	0.900	9	4009000	('build', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.897	26	4008966	(('derive', 'from'),)
Content-Container(e1,e2)	BIGRAM	0.891	122	4008905	(('be', 'in'),)
Content-Container(e2,e1)	BIGRAM	0.889	8	4008889	(('be', 'full'),)
Product-Producer(e2,e1)	DEP_VERB	0.889	8	4008889	('construct', 'nsubj', 'dobj')
Message-Topic(e1,e2)	BIGRAM	0.889	8	4008889	(('describe', 'the'),)
Product-Producer(e2,e1)	BIGRAM	0.889	8	4008889	(('complete', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	0.882	15	4008824	(('into', 'his'),)
Product-Producer(e2,e1)	BIGRAM	0.875	7	4008751	(('have', 'construct'),)
Entity-Origin(e1,e2)	BIGRAM	0.875	7	4008751	(('departure', 'from'),)
Product-Producer(e2,e1)	BIGRAM	0.875	7	4008751	(('write', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	0.875	7	4008751	(('into', 'my'),)
Cause-Effect(e2,e1)	BIGRAM	0.875	7	4008751	(('radiate', 'from'),)
Other	BIGRAM	0.875	14	4008751	(('start', 'at'),)
Product-Producer(e1,e2)	BIGRAM	0.875	14	4008751	(('write', 'by'),)
Component-Whole(e2,e1)	BIGRAM	0.875	7	4008751	(('with', 'its'),)
Entity-Origin(e1,e2)	BIGRAM	0.875	7	4008750	(('get', 'out'),)
Cause-Effect(e2,e1)	BIGRAM	0.875	28	4008750	(('after', 'the'),)
Message-Topic(e1,e2)	BIGRAM	0.875	7	4008750	(('reference', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	0.875	7	4008750	(('drain', 'into'),)
